0.000000000000000000e+00 -0.000000000000000000e+00
3.906250000000000000e-03 3.087372085239376007e-03
7.812500000000000000e-03 6.562353409880527025e-03
1.171875000000000000e-02 9.738838278018618205e-03
1.562500000000000000e-02 1.394858834218928520e-02
1.953125000000000000e-02 1.713836521338053462e-02
2.343750000000000000e-02 2.070035512971716077e-02
2.734375000000000000e-02 2.513333724425477825e-02
3.125000000000000000e-02 2.964837529885501824e-02
3.515625000000000000e-02 3.296122452110331752e-02
3.906250000000000000e-02 3.642839485901663843e-02
4.296875000000000000e-02 4.031130612277474684e-02
4.687500000000000000e-02 4.399957061239829353e-02
5.078125000000000000e-02 4.864206195757087015e-02
5.468750000000000000e-02 5.342208091958072086e-02
5.859375000000000000e-02 5.806415454380756125e-02
6.250000000000000000e-02 6.301900495572226868e-02
6.640625000000000000e-02 6.655885889170293224e-02
7.031250000000000000e-02 7.006062054005038342e-02
7.421875000000000000e-02 7.392207330760988682e-02
7.812500000000000000e-02 7.743025285564411608e-02
8.203125000000000000e-02 8.156498135456981269e-02
8.593750000000000000e-02 8.568356190569691166e-02
8.984375000000000000e-02 8.954589615410099568e-02
9.375000000000000000e-02 9.352314015599573482e-02
9.765625000000000000e-02 9.840480624690398082e-02
1.015625000000000000e-01 1.033909721076381877e-01
1.054687500000000000e-01 1.083173945371071339e-01
1.093750000000000000e-01 1.135511254252797864e-01
1.132812500000000000e-01 1.184288810489737276e-01
1.171875000000000000e-01 1.234180694915631288e-01
1.210937500000000000e-01 1.286781236664147066e-01
1.250000000000000000e-01 1.339498352128157821e-01
1.289062500000000000e-01 1.377600550089649600e-01
1.328125000000000000e-01 1.414739599071869192e-01
1.367187500000000000e-01 1.454109920522125843e-01
1.406250000000000000e-01 1.489171176669812358e-01
1.445312500000000000e-01 1.530692794511792632e-01
1.484375000000000000e-01 1.571248156822082909e-01
1.523437500000000000e-01 1.608233052001231400e-01
1.562500000000000000e-01 1.645816149872167677e-01
1.601562500000000000e-01 1.689718516330697418e-01
1.640625000000000000e-01 1.733701733192622996e-01
1.679687500000000000e-01 1.776621509065519633e-01
1.718750000000000000e-01 1.821244084348722647e-01
1.757812500000000000e-01 1.862204370599565006e-01
1.796875000000000000e-01 1.903339800787603731e-01
1.835937500000000000e-01 1.945934539333195878e-01
1.875000000000000000e-01 1.987877977648580263e-01
1.914062500000000000e-01 2.039144730975440967e-01
1.953125000000000000e-01 2.091640067973647432e-01
1.992187500000000000e-01 2.143082538632674339e-01
2.031250000000000000e-01 2.197623349661192993e-01
2.070312500000000000e-01 2.249421861510445542e-01
2.109375000000000000e-01 2.302336756843634535e-01
2.148437500000000000e-01 2.357796594702647186e-01
2.187500000000000000e-01 2.413582148691938156e-01
2.226562500000000000e-01 2.465212404287872028e-01
2.265625000000000000e-01 2.517261120211919390e-01
2.304687500000000000e-01 2.570656993517429489e-01
2.343750000000000000e-01 2.623308648286996059e-01
2.382812500000000000e-01 2.679023223571851409e-01
2.421875000000000000e-01 2.735113553874905512e-01
2.460937500000000000e-01 2.790664934735922476e-01
2.500000000000000000e-01 2.847166242333897812e-01
2.539062500000000000e-01 2.888422967691372523e-01
2.578125000000000000e-01 2.928154241775873246e-01
2.617187500000000000e-01 2.970004558744710477e-01
2.656250000000000000e-01 3.007095023126266642e-01
2.695312500000000000e-01 3.049637101800024563e-01
2.734375000000000000e-01 3.090778478208471847e-01
2.773437500000000000e-01 3.128031695827115932e-01
2.812500000000000000e-01 3.165302813948725480e-01
2.851562500000000000e-01 3.209561900471441520e-01
2.890625000000000000e-01 3.253558949881219520e-01
2.929687500000000000e-01 3.295863487627396227e-01
2.968750000000000000e-01 3.339761264600029644e-01
3.007812500000000000e-01 3.379158867183056358e-01
3.046875000000000000e-01 3.418374384849881542e-01
3.085937500000000000e-01 3.458870172503500373e-01
3.125000000000000000e-01 3.498259012830538528e-01
3.164062500000000000e-01 3.544609612505649765e-01
3.203125000000000000e-01 3.591575541022383744e-01
3.242187500000000000e-01 3.637290533880671584e-01
3.281250000000000000e-01 3.685063920518758529e-01
3.320312500000000000e-01 3.730425650542139038e-01
3.359375000000000000e-01 3.776291906577644575e-01
3.398437500000000000e-01 3.823759563253497085e-01
3.437500000000000000e-01 3.871139272227993033e-01
3.476562500000000000e-01 3.914699816161226198e-01
3.515625000000000000e-01 3.958202271674350903e-01
3.554687500000000000e-01 4.002424855591650288e-01
3.593750000000000000e-01 4.045637547730637773e-01
3.632812500000000000e-01 4.090950562787977196e-01
3.671875000000000000e-01 4.136174651785578527e-01
3.710937500000000000e-01 4.180561977284616426e-01
3.750000000000000000e-01 4.225327386814513586e-01
3.789062500000000000e-01 4.279252404986406688e-01
3.828125000000000000e-01 4.334297262883708979e-01
3.867187500000000000e-01 4.388547628097863029e-01
3.906250000000000000e-01 4.445878550866461665e-01
3.945312500000000000e-01 4.499994271888461128e-01
3.984375000000000000e-01 4.555221922323345884e-01
4.023437500000000000e-01 4.613085296587608464e-01
4.062500000000000000e-01 4.671150960790019235e-01
4.101562500000000000e-01 4.725956692725969410e-01
4.140625000000000000e-01 4.781251114407986669e-01
4.179687500000000000e-01 4.837729487552323016e-01
4.218750000000000000e-01 4.893724193206424045e-01
4.257812500000000000e-01 4.952448286432047375e-01
4.296875000000000000e-01 5.011606666078913808e-01
4.335937500000000000e-01 5.070429975007842982e-01
4.375000000000000000e-01 5.130181463782739204e-01
4.414062500000000000e-01 5.185135825175735125e-01
4.453125000000000000e-01 5.239923980884207966e-01
4.492187500000000000e-01 5.295857035426191350e-01
