0.000000000000000000e+00 -0.000000000000000000e+00
3.906250000000000000e-03 1.278639062994732728e-04
7.812500000000000000e-03 3.924572158870617811e-04
1.171875000000000000e-02 7.386026759493653695e-04
1.562500000000000000e-02 1.204582831538741341e-03
1.953125000000000000e-02 1.713338161702174017e-03
2.343750000000000000e-02 2.267019350800294954e-03
2.734375000000000000e-02 2.933198678905791969e-03
3.125000000000000000e-02 3.697268744971820426e-03
3.515625000000000000e-02 4.470914588207146496e-03
3.906250000000000000e-02 5.258809497340232939e-03
4.296875000000000000e-02 6.094868348741264846e-03
4.687500000000000000e-02 6.958242779579800787e-03
5.078125000000000000e-02 7.926679228707322888e-03
5.468750000000000000e-02 9.002970583980328401e-03
5.859375000000000000e-02 1.013689235525982481e-02
6.250000000000000000e-02 1.134815789718970208e-02
6.640625000000000000e-02 1.254636717169280678e-02
7.031250000000000000e-02 1.372273648238959108e-02
7.421875000000000000e-02 1.492990301428303961e-02
7.812500000000000000e-02 1.614105023017812016e-02
8.203125000000000000e-02 1.739958024324392630e-02
8.593750000000000000e-02 1.870719527168883400e-02
8.984375000000000000e-02 2.002320496624661675e-02
9.375000000000000000e-02 2.135718098854444413e-02
9.765625000000000000e-02 2.279269902952882690e-02
1.015625000000000000e-01 2.432963727889090114e-02
1.054687500000000000e-01 2.593573937081584263e-02
1.093750000000000000e-01 2.763313645233588314e-02
1.132812500000000000e-01 2.935917058730712001e-02
1.171875000000000000e-01 3.111352270260258485e-02
1.210937500000000000e-01 3.294227170794427478e-02
1.250000000000000000e-01 3.483130292724515714e-02
1.289062500000000000e-01 3.668743903284609614e-02
1.328125000000000000e-01 3.850900908788888050e-02
1.367187500000000000e-01 4.032846990215425975e-02
1.406250000000000000e-01 4.211968107416264734e-02
1.445312500000000000e-01 4.395235863116305625e-02
1.484375000000000000e-01 4.582488006213455284e-02
1.523437500000000000e-01 4.768343413066257475e-02
1.562500000000000000e-01 4.954229710448802837e-02
1.601562500000000000e-01 5.145073025280633150e-02
1.640625000000000000e-01 5.340514784425264699e-02
1.679687500000000000e-01 5.539060084075467238e-02
1.718750000000000000e-01 5.741865696005918340e-02
1.757812500000000000e-01 5.944136842876424770e-02
1.796875000000000000e-01 6.145793212186188847e-02
1.835937500000000000e-01 6.349882479714620553e-02
1.875000000000000000e-01 6.555235196967204581e-02
1.914062500000000000e-01 6.770302888543207331e-02
1.953125000000000000e-01 6.995843833153303493e-02
1.992187500000000000e-01 7.227426373447717878e-02
2.031250000000000000e-01 7.467581733074994677e-02
2.070312500000000000e-01 7.711964247945310436e-02
2.109375000000000000e-01 7.960548336137272807e-02
2.148437500000000000e-01 8.217366016100817461e-02
2.187500000000000000e-01 8.481536433675884723e-02
2.226562500000000000e-01 8.746134991936310721e-02
2.265625000000000000e-01 9.011314203447991222e-02
2.304687500000000000e-01 9.279780198662056223e-02
2.343750000000000000e-01 9.549783711208736925e-02
2.382812500000000000e-01 9.826847849702902149e-02
2.421875000000000000e-01 1.011108811990690248e-01
2.460937500000000000e-01 1.039866374203372718e-01
2.500000000000000000e-01 1.069089516202416656e-01
2.539062500000000000e-01 1.097852603506733471e-01
2.578125000000000000e-01 1.126060559039592790e-01
2.617187500000000000e-01 1.154194761279547926e-01
2.656250000000000000e-01 1.181970653845469815e-01
2.695312500000000000e-01 1.209845905315325570e-01
2.734375000000000000e-01 1.237816008977181276e-01
2.773437500000000000e-01 1.265436695923030930e-01
2.812500000000000000e-01 1.292794287834528322e-01
2.851562500000000000e-01 1.320671229521312440e-01
2.890625000000000000e-01 1.349045309131696735e-01
2.929687500000000000e-01 1.377596937644492425e-01
2.968750000000000000e-01 1.406519272563311329e-01
3.007812500000000000e-01 1.435181931961765356e-01
3.046875000000000000e-01 1.463564530792926532e-01
3.085937500000000000e-01 1.492095639088989734e-01
3.125000000000000000e-01 1.520619270362234265e-01
3.164062500000000000e-01 1.549631431066162968e-01
3.203125000000000000e-01 1.579195484852458087e-01
3.242187500000000000e-01 1.608995255984304595e-01
3.281250000000000000e-01 1.639183116140935093e-01
3.320312500000000000e-01 1.669562676447038929e-01
3.359375000000000000e-01 1.700123328107931708e-01
3.398437500000000000e-01 1.731073512147756621e-01
